ticker_yf,ticker_display,name,market,sector,price,currency,market_cap,ocf,revenue_growth,earnings_growth,ttm_ocf,ttm_net_income,ttm_depreciation,pcf,cf_method,revenue_trend,cf_trend,pcf_display,market_cap_b,pcf_color
005387.KS,005387,현대차2우B,Korea,Consumer Cyclical,250500.0,KRW,116264243608500.0,-5991270000000.0,0.0,0.0,-5991270000000.0,9445986795520.0,3744754000000.0,-19.40560909598466,OCF,Flat ➡,Flat ➡,-19.4x,116264.2436085,-19.40560909598466
326030.KS,326030,SK바이오팜,Korea,Healthcare,106400.0,KRW,8332529800000.0,176333532010.0,0.192,-0.282,176333532010.0,266950492160.0,12926135000.0,47.25436906423139,OCF,Uptrend ↗,Downtrend ↘,47.3x,8332.5298,47.25436906423139
443060.KS,443060,HD현대마린솔루션,Korea,Industrials,181800.0,KRW,8150336703000.0,324127754470.0,0.114,0.071,324127754470.0,269571293184.0,12673960000.0,25.145445246819687,OCF,Uptrend ↗,Uptrend ↗,25.1x,8150.336703,25.145445246819687
001440.KS,001440,대한전선,Korea,Industrials,42100.0,KRW,7821025954800.0,-171279828160.0,0.21,34.93,-171279828160.0,84220665856.0,37702104000.0,-45.66227114318469,OCF,Uptrend ↗,Uptrend ↗,-45.7x,7821.0259548,-45.66227114318469
180640.KS,180640,한진칼,Korea,Consumer Cyclical,117200.0,KRW,7886689907200.0,122225750520.0,0.128,-0.314,122225750520.0,155013038080.0,19154568600.0,64.52560015910467,OCF,Uptrend ↗,Downtrend ↘,64.5x,7886.6899072,64.52560015910467
090430.KS,090430,아모레퍼시픽,Korea,Consumer Defensive,133200.0,KRW,9188920015200.0,583839768050.0,0.066,0.0,583839768050.0,235682365440.0,268074000000.0,15.738770323732147,OCF,Uptrend ↗,Flat ➡,15.7x,9188.9200152,15.738770323732147
000100.KS,000100,유한양행,Korea,Healthcare,97700.0,KRW,7304454621700.0,106227395420.0,0.101,0.0,106227395420.0,194079178752.0,51809379540.0,68.76243734320866,OCF,Uptrend ↗,Flat ➡,68.8x,7304.4546217,68.76243734320866
267270.KS,267270,HD건설기계,Korea,Industrials,159700.0,KRW,7661091349600.0,166035785000.0,0.2,0.725,166035785000.0,99380125696.0,58940000000.0,46.14120594304415,OCF,Uptrend ↗,Uptrend ↗,46.1x,7661.0913496,46.14120594304415
009830.KS,009830,한화솔루션,Korea,Technology,44300.0,KRW,7614855248500.0,-655006000000.0,-0.191,0.0,-655006000000.0,-873128001536.0,719949000000.0,-11.625626709526324,OCF,Downtrend ↘,Flat ➡,-11.6x,7614.8552485,-11.625626709526324
377300.KS,377300,카카오페이,Korea,Technology,55600.0,KRW,7518468077600.0,118619005510.0,0.237,0.032,118619005510.0,45239189504.0,30528055000.0,63.38333427492921,OCF,Uptrend ↗,Flat ➡,63.4x,7518.4680776,63.38333427492921
161390.KS,161390,한국타이어앤테크놀로지,Korea,Consumer Cyclical,60400.0,KRW,7368120681200.0,1608024241970.0,1.155,2.349,1608024241970.0,1089466335232.0,1069176652000.0,4.582095523742399,OCF,Uptrend ↗,Uptrend ↗,4.6x,7368.1206812,4.582095523742399
032640.KS,032640,LG유플러스,Korea,Communication Services,17130.0,KRW,7448245468830.0,2963757000000.0,0.025,0.0,2963757000000.0,523866013696.0,2209841000000.0,2.5131093638344844,OCF,Flat ➡,Flat ➡,2.5x,7448.24546883,2.5131093638344844
052690.KS,052690,한전기술,Korea,Industrials,189100.0,KRW,7194026795500.0,29316127870.0,-0.016,-0.713,29316127870.0,22283157504.0,15874302190.0,245.39484980422142,OCF,Flat ➡,Downtrend ↘,245.4x,7194.0267955,245.39484980422142
034220.KS,034220,LG디스플레이,Korea,Technology,13830.0,KRW,6915000000000.0,2352083000000.0,-0.081,0.0,2352083000000.0,226311995392.0,4354145000000.0,2.939947272268878,OCF,Downtrend ↘,Flat ➡,2.9x,6915.0,2.939947272268878
066970.KS,066970,엘앤에프,Korea,Industrials,169500.0,KRW,6370907343000.0,-29205374590.0,0.691,0.0,-29205374590.0,-533545287680.0,82023190270.0,-218.14160689387,OCF,Uptrend ↗,Flat ➡,-218.1x,6370.907343,-218.14160689387
078930.KS,078930,GS,Korea,Industrials,73000.0,KRW,6911287483000.0,2193338000000.0,0.014,17.599,2193338000000.0,809177972736.0,,3.151036221047554,OCF,Flat ➡,Uptrend ↗,3.2x,6911.287483,3.151036221047554
241560.KS,241560,두산밥캣,Korea,Industrials,70600.0,KRW,6757394421200.0,1180053151000.0,0.071,-0.314,1180053151000.0,282899008.0,234175680000.0,5.726347508562349,OCF,Uptrend ↗,Downtrend ↘,5.7x,6757.3944212,5.726347508562349
128940.KS,128940,한미약품,Korea,Healthcare,528000.0,KRW,6695152992000.0,173072329950.0,0.231,0.0,173072329950.0,169554329600.0,86200353540.0,38.68413277809461,OCF,Uptrend ↗,Flat ➡,38.7x,6695.152992,38.68413277809461
064400.KS,064400,LG씨엔에스,Korea,Technology,67100.0,KRW,6501047110800.0,418168400000.0,-0.044,0.212,418168400000.0,437876523008.0,119040789000.0,15.546481060740122,OCF,Flat ➡,Uptrend ↗,15.5x,6501.0471108,15.546481060740122
029780.KS,029780,삼성카드,Korea,Financial Services,54700.0,KRW,5837075016500.0,-1575026000000.0,0.077,0.116,-1575026000000.0,645923012608.0,137023000000.0,-3.706018196842465,OCF,Uptrend ↗,Uptrend ↗,-3.7x,5837.0750165,-3.706018196842465
001040.KS,001040,CJ,Korea,Industrials,213500.0,KRW,7158855049500.0,4987380240000.0,0.016,0.0,4987380240000.0,143329787904.0,2184814295000.0,1.4353938751419524,OCF,Flat ➡,Flat ➡,1.4x,7158.8550495,1.4353938751419524
454910.KS,454910,두산로보틱스,Korea,Industrials,94100.0,KRW,6099560118000.0,-17322515540.0,0.132,0.0,-17322515540.0,-55495340032.0,5077377870.0,-352.117456839066,OCF,Uptrend ↗,Flat ➡,-352.1x,6099.560118,-352.117456839066
138930.KS,138930,BNK금융지주,Korea,Financial Services,19150.0,KRW,5974324199100.0,-2023799286980.0,0.017,0.465,-2023799286980.0,815002419200.0,123837003140.0,-2.952033947998441,OCF,Flat ➡,Uptrend ↗,-3.0x,5974.3241991,-2.952033947998441
005385.KS,005385,현대차우,Korea,Consumer Cyclical,254000.0,KRW,116895947310000.0,-5991270000000.0,0.0,0.0,-5991270000000.0,9445986795520.0,3744754000000.0,-19.511046457595803,OCF,Flat ➡,Flat ➡,-19.5x,116895.94731,-19.511046457595803
021240.KS,021240,코웨이,Korea,Consumer Cyclical,83300.0,KRW,5894926585800.0,35544145030.0,0.133,0.432,35544145030.0,617724968960.0,404912015000.0,165.8480343478387,OCF,Uptrend ↗,Uptrend ↗,165.8x,5894.9265858,165.8480343478387
175330.KS,175330,JB금융지주,Korea,Financial Services,31050.0,KRW,5895916861050.0,-1137480000000.0,0.133,0.16,-1137480000000.0,710385991680.0,104302000000.0,-5.183314749314274,OCF,Uptrend ↗,Uptrend ↗,-5.2x,5895.91686105,-5.183314749314274
