ticker_yf,ticker_display,name,market,sector,price,currency,market_cap,ocf,revenue_growth,earnings_growth,ttm_ocf,ttm_net_income,ttm_depreciation,pcf,cf_method,revenue_trend,cf_trend,pcf_display,market_cap_b,pcf_color
CTAS,CTAS,Cintas,USA,Industrials,199.52000427246094,USD,79841832520.42882,2276280000.0,0.089,0.156,2276280000.0,1993656064,318637000.0,35.07557616832236,OCF,Uptrend ↗,Uptrend ↗,35.1x,79.84183252042882,35.07557616832236
CSCO,CSCO,Cisco,USA,Technology,111.68000030517578,USD,440179424590.0304,14193000000.0,0.176,0.52,14193000000.0,13267000320,2811000000.0,31.013839539916184,OCF,Uptrend ↗,Uptrend ↗,31.0x,440.1794245900304,31.013839539916184
C,C,Citigroup,USA,Financial Services,139.3300018310547,USD,233717270046.86847,-67632000000.0,0.155,0.61,-67632000000.0,16460000256,4373000000.0,-3.455720221890059,OCF,Uptrend ↗,Uptrend ↗,-3.5x,233.71727004686846,-3.455720221890059
CFG,CFG,Citizens Financial Group,USA,Financial Services,74.7300033569336,USD,31474542781.10251,2211000000.0,0.147,0.413,2211000000.0,1984000000,478000000.0,14.235433189101089,OCF,Uptrend ↗,Uptrend ↗,14.2x,31.47454278110251,14.235433189101089
CLX,CLX,Clorox,USA,Consumer Defensive,105.69999694824219,USD,12782406859.44786,612000000.0,-0.02,-0.501,612000000.0,587000000,219000000.0,20.88628571805206,OCF,Flat ➡,Downtrend ↘,20.9x,12.78240685944786,20.88628571805206
CME,CME,CME Group,USA,Financial Services,269.79998779296875,USD,97014480768.0047,4277100000.0,0.008,0.025,4277100000.0,4264999936,107500000.0,22.682303609456103,OCF,Flat ➡,Flat ➡,22.7x,97.0144807680047,22.682303609456103
CMS,CMS,CMS Energy,USA,Utilities,71.11000061035156,USD,21967273086.76956,2235000000.0,-0.005,-0.439,2235000000.0,1016000000,1099000000.0,9.82875753323023,OCF,Flat ➡,Downtrend ↘,9.8x,21.967273086769563,9.82875753323023
KO,KO,Coca-Cola Company (The),USA,Consumer Defensive,87.70999908447266,USD,377376590164.4285,7408000000.0,0.067,0.169,7408000000.0,14316000256,1050000000.0,50.94176433105137,OCF,Uptrend ↗,Uptrend ↗,50.9x,377.37659016442853,50.94176433105137
CTSH,CTSH,Cognizant,USA,Technology,58.790000915527344,USD,27807670433.044434,2883000000.0,0.045,0.038,2883000000.0,2220000000,550000000.0,9.645393837337647,OCF,Flat ➡,Flat ➡,9.6x,27.807670433044432,9.645393837337647
COHR,COHR,Coherent Corp.,USA,Technology,325.8299865722656,USD,63745157334.437164,633600000.0,0.337,0.0,633600000.0,769900032,250810000.0,100.60788720712937,OCF,Uptrend ↗,Flat ➡,100.6x,63.74515733443717,100.60788720712937
COIN,COIN,Coinbase,USA,Financial Services,148.47000122070312,USD,39171868279.87656,2426383000.0,-0.173,0.0,2426383000.0,-987766016,188428000.0,16.144140591108886,OCF,Downtrend ↘,Flat ➡,16.1x,39.171868279876556,16.144140591108886
CL,CL,Colgate-Palmolive,USA,Consumer Defensive,91.94999694824219,USD,73300039193.77159,4198000000.0,0.049,-0.055,4198000000.0,2038000000,630000000.0,17.460704905614957,OCF,Flat ➡,Downtrend ↘,17.5x,73.3000391937716,17.460704905614957
CMCSA,CMCSA,Comcast,USA,Communication Services,26.18000030517578,USD,92903306564.09793,33643000000.0,-0.012,-0.668,33643000000.0,11198999552,9327000000.0,2.7614453694408327,OCF,Flat ➡,Downtrend ↘,2.8x,92.90330656409793,2.7614453694408327
FIX,FIX,Comfort Systems USA,USA,Industrials,1774.06005859375,USD,62436853367.907715,1186356000.0,0.01,0.388,1186356000.0,1434401024,62379000.0,52.62910405300577,OCF,Flat ➡,Uptrend ↗,52.6x,62.436853367907716,52.62910405300577
COP,COP,ConocoPhillips,USA,Energy,126.77999877929688,USD,154455312720.2847,19796000000.0,0.355,1.07,19796000000.0,9253000192,11500000000.0,7.802349601954168,OCF,Uptrend ↗,Uptrend ↗,7.8x,154.4553127202847,7.802349601954168
ED,ED,Consolidated Edison,USA,Utilities,108.80000305175781,USD,40237356399.02742,4800000000.0,0.132,0.221,4800000000.0,2216999936,2321000000.0,8.382782583130712,OCF,Uptrend ↗,Uptrend ↗,8.4x,40.23735639902742,8.382782583130712
STZ,STZ,Constellation Brands,USA,Consumer Defensive,139.17999267578125,USD,23768941193.30139,2669000000.0,-0.033,0.307,2669000000.0,1824400000,418700000.0,8.90556058197879,OCF,Flat ➡,Uptrend ↗,8.9x,23.76894119330139,8.90556058197879
CEG,CEG,Constellation Energy,USA,Utilities,282.5,USD,100091834567.5,4237000000.0,0.23,-0.468,4237000000.0,3464999936,1919000000.0,23.623279340925183,OCF,Uptrend ↗,Downtrend ↘,23.6x,100.0918345675,23.623279340925183
COO,COO,Cooper Companies (The),USA,Healthcare,76.16999816894531,USD,14855482729.98825,796100000.0,0.079,0.0,796100000.0,235800000,178200000.0,18.660322484597728,OCF,Uptrend ↗,Flat ➡,18.7x,14.855482729988251,18.660322484597728
CPRT,CPRT,Copart,USA,Industrials,31.610000610351562,USD,30450178732.63678,1799750000.0,0.021,0.023,1799750000.0,1553201024,217784000.0,16.91911583977596,OCF,Flat ➡,Flat ➡,16.9x,30.45017873263678,16.91911583977596
GLW,GLW,Corning Inc.,USA,Technology,165.99000549316406,USD,142691287293.8816,2695000000.0,0.166,0.185,2695000000.0,1900000000,1237000000.0,52.946674320549754,OCF,Uptrend ↗,Uptrend ↗,52.9x,142.6912872938816,52.946674320549754
CPAY,CPAY,Corpay,USA,Technology,417.6000061035156,USD,27419448943.15439,1499901000.0,0.215,-0.07,1499901000.0,1133502976,131164000.0,18.280839164154425,OCF,Uptrend ↗,Downtrend ↘,18.3x,27.41944894315439,18.280839164154425
CTVA,CTVA,Corteva,USA,Basic Materials,76.68000030517578,USD,51160589483.61206,3406000000.0,-0.012,-0.099,3406000000.0,1084999936,559000000.0,15.020725039228438,OCF,Flat ➡,Downtrend ↘,15.0x,51.160589483612064,15.020725039228438
